Date,Order_Demand,Year
2012-06-18,5000,2012
2012-06-22,3000,2012
2012-07-26,3000,2012
2012-07-30,6000,2012
2012-09-14,3000,2012
2012-10-04,5000,2012
2012-11-08,1000,2012
2012-10-31,5000,2012
2012-11-16,5000,2012
2012-12-03,1000,2012
2012-12-07,5000,2012
2012-12-14,1000,2012
2012-12-18,5000,2012
2012-12-27,5000,2012
2012-12-21,5000,2012
2012-01-19,20000,2012
2012-01-05,25000,2012
2012-01-06,25000,2012
2012-02-03,25000,2012
2012-01-27,10000,2012
2012-01-30,1000,2012
2012-01-26,20000,2012
2012-01-23,3000,2012
2012-01-31,1000,2012
2012-02-17,21000,2012
2012-02-17,25000,2012
2012-02-21,1000,2012
2012-02-16,20000,2012
2012-03-02,10000,2012
2012-02-22,15000,2012
2012-03-01,4000,2012
2012-03-15,20000,2012
2012-03-22,20000,2012
2012-03-16,25000,2012
2012-03-16,1000,2012
2012-04-13,20000,2012
2012-05-10,20000,2012
2012-04-18,10000,2012
2012-04-18,6000,2012
2012-04-18,10000,2012
2012-04-24,25000,2012
2012-04-23,3000,2012
2012-04-23,10000,2012
2012-04-26,10000,2012
2012-05-11,25000,2012
2012-06-08,25000,2012
2012-05-24,25000,2012
2012-06-07,25000,2012
2012-07-09,25000,2012
2012-06-12,10000,2012
2012-06-22,1000,2012
2012-06-21,20000,2012
2012-07-09,1000,2012
2012-07-02,25000,2012
2012-06-29,15000,2012
2012-07-19,3000,2012
2012-07-19,5000,2012
2012-07-31,10000,2012
2012-07-12,1000,2012
2012-07-25,20000,2012
2012-07-30,1000,2012
2012-07-30,1000,2012
2012-07-30,10000,2012
2012-08-20,5000,2012
2012-08-23,1000,2012
2012-08-31,1000,2012
2012-08-24,25000,2012
2012-08-27,20000,2012
2012-08-31,5000,2012
2012-09-13,1000,2012
2012-09-13,10000,2012
2012-09-05,25000,2012
2012-09-13,10000,2012
2012-09-13,2000,2012
2012-09-14,2000,2012
2012-09-14,5000,2012
2012-09-18,25000,2012
2012-09-24,30000,2012
2012-10-04,25000,2012
2012-10-04,1000,2012
2012-10-12,5000,2012
2012-10-12,10000,2012
2012-10-15,25000,2012
2012-10-26,5000,2012
2012-10-26,5000,2012
2012-10-24,15000,2012
2012-10-16,15000,2012
2012-10-24,20000,2012
2012-11-08,5000,2012
2012-11-09,10000,2012
2012-11-06,25000,2012
2012-11-09,1000,2012
2012-11-13,50000,2012
2012-11-16,1000,2012
2012-11-15,25000,2012
2012-11-19,5000,2012
2012-11-16,25000,2012
2012-11-16,1000,2012
2012-12-07,10000,2012
2012-11-22,20000,2012
2012-12-03,5000,2012
2012-12-06,1000,2012
2012-12-07,25000,2012
2012-12-10,5000,2012
2012-12-14,10000,2012
2012-12-17,25000,2012
2012-12-20,17000,2012
2012-12-27,1000,2012
2012-12-25,30000,2012
2012-12-25,25000,2012
2012-04-04,100,2012
2012-08-17,100,2012
2012-11-20,200,2012
2012-01-24,60000,2012
2012-01-05,30000,2012
2012-05-23,30000,2012
2012-05-24,30000,2012
2012-07-09,20000,2012
2012-07-13,10000,2012
2012-07-23,20000,2012
2012-07-23,10000,2012
2012-08-23,20000,2012
2012-11-07,15000,2012
2012-11-15,40000,2012
2012-12-03,15000,2012
2012-12-10,85000,2012
2012-01-05,5000,2012
2012-01-05,2000,2012
2012-04-12,3000,2012
2012-04-26,1000,2012
2012-05-16,2000,2012
2012-06-22,3000,2012
2012-07-06,6000,2012
2012-10-12,2000,2012
2012-11-23,2000,2012
2011-12-27,50000,2011
2011-12-26,100000,2011
2012-06-25,72,2012
2012-01-05,175000,2012
2012-01-30,5500,2012
2012-01-13,4000,2012
2012-02-15,4000,2012
2012-02-29,9500,2012
2012-04-10,19000,2012
2012-07-12,53000,2012
2012-07-23,21500,2012
2012-07-24,5000,2012
2012-08-15,9000,2012
2012-08-30,21500,2012
2012-09-13,22000,2012
2012-09-27,500,2012
2012-10-25,7500,2012
2012-11-08,10000,2012
2012-11-22,11500,2012
2012-12-06,8000,2012
2012-12-06,9000,2012
2012-12-28,14000,2012
2012-07-16,6000,2012
2012-07-16,24000,2012
2012-07-27,20000,2012
2012-01-06,2000,2012
2012-01-16,2000,2012
2012-03-19,1000,2012
2012-04-19,2000,2012
2012-05-29,1000,2012
2012-06-18,1000,2012
2012-11-20,1000,2012
2012-07-05,2000,2012
2012-08-01,1000,2012
2012-10-12,1000,2012
2012-12-14,1000,2012
2012-10-16,1000,2012
2012-07-11,6000,2012
2012-01-10,4000,2012
2012-02-02,4000,2012
2012-03-02,5000,2012
2012-04-02,10000,2012
2012-05-28,6000,2012
2012-08-10,5000,2012
2012-01-06,30000,2012
2012-01-25,30000,2012
2012-02-20,30000,2012
2012-03-14,10000,2012
2012-03-14,20000,2012
2012-04-03,30000,2012
2012-04-09,30000,2012
2012-04-12,20000,2012
2012-01-06,50000,2012
2012-02-03,50000,2012
2012-04-16,30000,2012
2012-04-24,30000,2012
2012-05-08,30000,2012
2012-05-15,30000,2012
2012-05-22,30000,2012
2012-03-19,50000,2012
2012-04-02,50000,2012
2012-04-06,50000,2012
2012-06-03,30000,2012
2012-06-13,30000,2012
2012-06-20,30000,2012
2012-04-19,3000,2012
2012-06-26,30000,2012
2012-07-09,30000,2012
2012-07-20,20000,2012
2012-04-26,50000,2012
2012-05-16,50000,2012
2012-05-31,50000,2012
2012-07-26,30000,2012
2012-06-15,50000,2012
2012-07-03,50000,2012
2012-08-01,50000,2012
2012-09-04,500,2012
2012-10-09,30000,2012
2012-11-01,50000,2012
2012-10-02,50000,2012
2012-11-28,50000,2012
2012-10-25,47000,2012
2012-10-25,3000,2012
2012-11-02,50000,2012
2012-11-12,6000,2012
2012-11-27,48600,2012
2012-12-18,50000,2012
2012-12-21,4000,2012
2012-12-04,50000,2012
2012-05-16,15000,2012
2012-05-16,8000,2012
2012-05-16,6000,2012
2012-05-16,72000,2012
2012-07-02,9000,2012
2012-07-02,50000,2012
2012-11-29,20000,2012
2012-11-29,90000,2012
2012-12-14,24000,2012
2012-12-14,45000,2012
2012-04-30,20,2012
2012-05-10,10,2012
2012-06-01,794,2012
2012-06-01,806,2012
2012-02-14,100,2012
2012-06-27,150,2012
2012-07-10,50,2012
2012-07-26,150,2012
2012-08-02,200,2012
2012-08-22,100,2012
2012-08-27,200,2012
2012-09-03,150,2012
2012-10-01,50,2012
2012-10-01,100,2012
2012-10-09,100,2012
2012-10-16,50,2012
2012-11-01,100,2012
2012-10-29,100,2012
2012-11-07,200,2012
2012-11-13,100,2012
2012-11-20,50,2012
2012-11-27,100,2012
2012-11-30,200,2012
2012-12-14,200,2012
2012-01-05,1000,2012
2012-02-01,1000,2012
2012-04-02,1000,2012
2012-05-01,1000,2012
2012-06-01,1000,2012
2012-06-04,1000,2012
2012-06-08,1000,2012
2012-08-01,1000,2012
2012-09-03,1000,2012
2012-09-03,1000,2012
2012-11-05,1000,2012
2012-12-05,1000,2012
2012-02-03,54,2012
2012-10-30,27,2012
2012-10-10,54,2012
2012-10-18,54,2012
2012-02-29,108,2012
2012-08-03,27,2012
2012-09-12,27,2012
2012-09-20,27,2012
2012-06-22,72,2012
2012-03-05,162,2012
2012-07-11,27,2012
2012-07-24,27,2012
2012-02-03,162,2012
2012-06-26,27,2012
2012-01-04,600,2012
2012-02-01,600,2012
2012-04-02,1200,2012
2012-04-06,20,2012
2011-12-08,1600,2011
2012-04-11,1600,2012
2011-12-26,200000,2011
2012-10-15,99000,2012
2012-10-15,1000,2012
2012-11-30,100000,2012
2012-01-11,60,2012
2012-03-07,24,2012
2012-10-24,450,2012
2012-10-24,55,2012
2012-10-24,52,2012
2012-10-24,130,2012
2012-02-01,1000,2012
2012-02-01,100,2012
2012-02-01,100,2012
2012-02-01,600,2012
2012-02-01,600,2012
2012-02-01,300,2012
2012-02-01,500,2012
2012-01-11,100,2012
2012-10-24,300,2012
2012-02-01,3000,2012
2012-01-11,300,2012
2012-01-11,1000,2012
2012-10-18,12,2012
2012-07-04,15,2012
2012-07-04,15,2012
2012-07-04,15,2012
2012-07-04,1540,2012
2012-07-04,80,2012
2012-07-04,128,2012
2012-07-04,60,2012
2012-07-04,160,2012
2012-07-04,1550,2012
2012-07-04,280,2012
2012-07-04,140,2012
2012-07-04,169,2012
2012-10-03,20,2012
2012-07-17,365,2012
2012-07-17,210,2012
2012-07-17,210,2012
2012-07-17,365,2012
2012-10-25,35,2012
2012-06-22,500,2012
2012-10-18,20,2012
2012-07-04,15,2012
2012-10-17,1,2012
2012-01-03,100000,2012
2012-01-16,50000,2012
2012-01-16,100000,2012
2012-01-16,100000,2012
2012-02-06,100000,2012
2012-02-06,150000,2012
2012-02-20,200000,2012
2012-03-06,50000,2012
2012-03-12,100000,2012
2012-03-27,100000,2012
2012-04-03,50000,2012
2012-04-03,100000,2012
2012-04-10,50000,2012
2012-04-24,100000,2012
2012-04-24,100000,2012
2012-04-23,50000,2012
2012-05-09,100000,2012
2012-05-16,50000,2012
2012-05-23,150000,2012
2012-05-30,50000,2012
2012-05-30,100000,2012
2012-06-06,100000,2012
2012-06-20,100000,2012
2012-07-04,50000,2012
2012-07-11,100000,2012
2012-07-16,50000,2012
2012-08-01,50000,2012
2012-08-01,100000,2012
2012-08-08,100000,2012
2012-08-22,50000,2012
2012-09-04,100000,2012
2012-09-19,50000,2012
2012-09-26,50000,2012
2012-10-03,100000,2012
2012-10-16,50000,2012
2012-10-16,100000,2012
2012-10-23,50000,2012
2012-11-07,100000,2012
2012-11-20,50000,2012
2012-11-27,100000,2012
2012-12-11,50000,2012
2012-12-11,100000,2012
2012-12-26,50000,2012
2012-12-26,200000,2012
2012-03-08,30000,2012
2012-04-24,60000,2012
2012-06-15,30000,2012
2012-06-25,30000,2012
2012-10-19,30000,2012
2011-12-27,50,2011
2012-01-04,100,2012
2012-11-04,50,2012
2012-12-12,50,2012
2012-12-10,40,2012
2012-12-10,26,2012
2012-12-10,24,2012
2012-01-13,20,2012
2012-02-06,20,2012
2012-07-26,10,2012
2012-08-08,10,2012
2012-08-08,30,2012
2012-08-31,80,2012
2012-09-26,70,2012
2012-09-26,430,2012
2012-11-06,30,2012
2012-12-07,20,2012
2012-01-04,4000,2012
2012-05-08,5000,2012
2012-07-02,2000,2012
2012-07-02,2000,2012
2012-07-02,1000,2012
2012-09-18,5000,2012
2012-10-15,5000,2012
2012-02-07,20,2012
2012-04-04,300,2012
2012-07-17,550,2012
2012-07-17,218,2012
2012-07-17,344,2012
2012-07-17,45,2012
2012-07-17,40,2012
2012-04-09,288,2012
2012-02-28,89,2012
2012-02-08,3000,2012
2012-02-09,5000,2012
2012-02-10,5000,2012
2012-02-14,4000,2012
2012-03-15,10000,2012
2012-06-19,10000,2012
2012-07-30,5000,2012
2012-08-27,5000,2012
2012-08-24,4000,2012
2012-08-23,15000,2012
2012-08-30,5000,2012
2012-08-31,3000,2012
2012-09-03,1000,2012
2012-09-06,4000,2012
2012-09-12,10000,2012
2012-09-12,10000,2012
2012-09-13,5000,2012
2012-09-18,1000,2012
2012-09-19,3000,2012
2012-09-24,1000,2012
2012-09-21,5000,2012
2012-09-21,10000,2012
2012-10-01,4000,2012
2012-10-03,9000,2012
2012-10-05,1000,2012
2012-10-10,3000,2012
2012-10-11,15000,2012
2012-10-18,4000,2012
2012-10-26,10000,2012
2012-10-15,1000,2012
2012-10-26,4000,2012
2012-10-23,5000,2012
2012-10-25,1000,2012
2012-10-26,2000,2012
2012-11-02,5000,2012
2012-10-29,5000,2012
2012-10-31,23000,2012
2012-11-13,5000,2012
2012-11-08,1000,2012
2012-11-14,3000,2012
2012-11-13,4000,2012
2012-11-15,4000,2012
2012-12-21,2000,2012
2012-11-16,10000,2012
2012-11-20,5000,2012
2012-11-21,1000,2012
2012-11-28,1000,2012
2012-11-28,10000,2012
2012-12-06,3000,2012
2012-12-06,5000,2012
2012-12-05,5000,2012
2012-12-10,2000,2012
2012-12-11,5000,2012
2012-12-14,5000,2012
2012-12-13,2000,2012
2012-12-14,10000,2012
2012-12-17,2000,2012
2012-12-18,1000,2012
2012-12-19,20000,2012
2012-12-20,3000,2012
2012-12-27,6000,2012
2012-01-04,4000,2012
2012-01-04,18000,2012
2012-01-04,42000,2012
2012-01-10,2000,2012
2012-01-10,2000,2012
2012-01-10,16000,2012
2012-01-10,5000,2012
2012-01-10,4000,2012
2012-01-10,1000,2012
2012-01-10,19000,2012
2012-01-10,7000,2012
2012-01-10,1000,2012
2012-01-10,19000,2012
2012-01-17,2000,2012
2012-02-01,101000,2012
2012-02-07,5000,2012
2012-02-07,4000,2012
2012-02-07,65000,2012
2012-02-20,4000,2012
2012-02-20,71000,2012
2012-02-21,3000,2012
2012-02-21,2000,2012
2012-02-21,60000,2012
2012-02-28,1000,2012
2012-02-28,1000,2012
2012-02-28,29000,2012
2012-03-06,4000,2012
2012-03-06,1000,2012
2012-03-06,75000,2012
2012-03-12,4000,2012
2012-03-12,3000,2012
2012-03-12,59000,2012
2012-03-20,3000,2012
2012-03-20,1000,2012
2012-03-20,61000,2012
2012-03-27,4000,2012
2012-03-27,1000,2012
2012-03-27,4000,2012
2012-04-05,3000,2012
2012-04-05,3000,2012
2012-04-05,40000,2012
2012-04-09,7000,2012
2012-04-09,5000,2012
2012-04-09,68000,2012
2012-04-17,3000,2012
2012-04-17,1000,2012
2012-04-17,56000,2012
2012-04-24,2000,2012
2012-04-24,2000,2012
2012-04-24,52000,2012
2012-05-02,5000,2012
2012-05-02,5000,2012
2012-05-02,65000,2012
2012-05-08,5000,2012
2012-05-08,25000,2012
2012-05-08,19000,2012
2012-05-11,43000,2012
2012-05-15,5000,2012
2012-05-15,22000,2012
2012-05-15,65000,2012
2012-05-22,5000,2012
2012-05-22,44000,2012
2012-05-22,59000,2012
2012-05-29,3000,2012
2012-05-29,4000,2012
2012-05-29,56000,2012
2012-06-05,3000,2012
2012-06-05,2000,2012
2012-06-05,48000,2012
2012-06-12,4000,2012
2012-06-12,4000,2012
2012-06-12,23000,2012
2012-06-12,31000,2012
2012-06-19,4000,2012
2012-06-19,2000,2012
2012-06-19,51000,2012
2012-06-19,12000,2012
2012-06-26,5000,2012
2012-06-26,5000,2012
2012-06-26,48000,2012
2012-07-03,2000,2012
2012-07-03,2000,2012
2012-07-03,35000,2012
2012-07-10,3000,2012
2012-07-10,1000,2012
2012-07-10,21000,2012
2012-07-17,3000,2012
2012-07-17,4000,2012
2012-07-17,33000,2012
2012-07-24,7000,2012
2012-07-24,8000,2012
2012-07-24,90000,2012
2012-07-31,7000,2012
2012-07-31,7000,2012
2012-07-31,121000,2012
2012-08-07,2000,2012
2012-08-14,1000,2012
2012-08-14,52000,2012
2012-08-21,6000,2012
2012-08-21,3000,2012
2012-08-21,60000,2012
2012-08-28,8000,2012
2012-08-28,4000,2012
2012-08-28,9000,2012
2012-09-03,3000,2012
2012-09-03,7000,2012
2012-09-03,22000,2012
2012-09-10,3000,2012
2012-09-10,43000,2012
2012-09-18,2000,2012
2012-09-18,8000,2012
2012-09-18,86000,2012
2012-09-25,9000,2012
2012-09-25,10000,2012
2012-09-25,100000,2012
2012-10-08,3000,2012
2012-10-08,10000,2012
2012-10-16,6000,2012
2012-10-16,4000,2012
2012-10-16,45000,2012
2012-10-23,5000,2012
2012-10-23,7000,2012
2012-10-23,50000,2012
2012-10-30,3000,2012
2012-10-30,5000,2012
2012-10-30,50000,2012
2012-11-06,1000,2012
2012-11-06,5000,2012
2012-11-06,20000,2012
2012-11-13,3000,2012
2012-11-13,5000,2012
2012-11-13,53000,2012
2012-11-13,20,2012
2012-11-13,40,2012
2012-11-20,4000,2012
2012-11-20,3000,2012
2012-11-20,40000,2012
2012-11-26,4000,2012
2012-11-26,3000,2012
2012-11-26,60000,2012
2012-12-03,4000,2012
2012-12-03,4000,2012
2012-12-03,40000,2012
2012-12-11,4000,2012
2012-12-11,3000,2012
2012-12-11,40000,2012
2012-12-17,3000,2012
2012-12-17,2000,2012
2012-12-17,39000,2012
2012-12-25,3000,2012
2012-12-25,3000,2012
2012-12-25,23000,2012
2012-12-25,4000,2012
2012-12-25,4000,2012
2012-12-25,15000,2012
2012-01-10,3000,2012
2011-12-19,5000,2011
2012-01-10,5000,2012
2012-02-01,5000,2012
2012-02-06,5000,2012
2012-02-20,5000,2012
2012-03-05,4,2012
2012-03-07,5000,2012
2012-03-27,5000,2012
2012-03-27,2,2012
2012-04-09,5000,2012
2012-04-25,20,2012
2012-05-08,5000,2012
2012-05-15,5000,2012
2012-06-04,10,2012
2012-06-18,5,2012
2012-06-19,5000,2012
2012-07-03,5000,2012
2012-07-24,5000,2012
2012-08-07,5000,2012
2012-09-04,5000,2012
2012-10-07,5000,2012
2012-10-23,5000,2012
2012-11-06,5000,2012
2012-11-30,5000,2012
2012-10-25,30,2012
2012-11-12,9,2012
2012-11-12,50,2012
2012-01-09,17000,2012
2012-01-09,10000,2012
2012-01-09,8000,2012
2011-12-31,10000,2011
2011-12-30,4000,2011
2011-12-30,2000,2011
2011-12-30,10000,2011
2012-01-09,5000,2012
2012-01-09,4000,2012
2012-01-16,31000,2012
2012-01-16,10000,2012
2012-01-16,8000,2012
2012-01-10,3000,2012
2012-01-16,5000,2012
2012-01-16,1000,2012
2012-01-16,10000,2012
2012-01-16,7000,2012
2012-01-30,2000,2012
2012-01-30,30000,2012
2012-01-30,10000,2012
2012-01-30,10000,2012
2012-01-30,16000,2012
2012-01-30,1000,2012
2012-01-30,1000,2012
2012-01-30,16000,2012
2012-02-06,2000,2012
2012-02-06,1000,2012
2012-02-06,12000,2012
2012-02-06,20000,2012
2012-02-06,8000,2012
2012-02-13,25000,2012
2012-02-13,10000,2012
2012-02-13,10000,2012
2012-02-13,16000,2012
2012-02-13,1000,2012
2012-02-13,3000,2012
2012-02-13,2000,2012
2012-02-13,14000,2012
2012-02-20,16000,2012
2012-02-20,1000,2012
2012-02-20,11000,2012
2012-02-27,20000,2012
2012-02-27,10000,2012
2012-02-27,10000,2012
2012-02-27,8000,2012
2012-02-27,5000,2012
2012-03-05,21000,2012
2012-03-05,16000,2012
2012-02-23,4000,2012
2012-03-05,1000,2012
2012-03-05,2000,2012
2012-03-12,20000,2012
2012-03-12,10000,2012
2012-03-12,10000,2012
2012-03-12,8000,2012
2012-03-12,2000,2012
2012-03-12,23000,2012
2012-03-19,15000,2012
2012-03-19,10000,2012
2012-03-07,5000,2012
2012-03-19,1000,2012
2012-03-19,14000,2012
2012-03-26,30000,2012
2012-03-26,10000,2012
2012-03-26,16000,2012
2012-03-26,2000,2012
2012-03-26,8000,2012
2012-03-30,30000,2012
2012-03-30,10000,2012
2012-03-30,10000,2012
2012-03-30,8000,2012
2012-03-22,6000,2012
2012-03-22,7000,2012
2012-03-26,2000,2012
2012-04-02,4000,2012
2012-04-02,20000,2012
2012-04-06,3000,2012
2012-04-09,25000,2012
2012-04-09,10000,2012
2012-04-09,8000,2012
2012-04-16,20000,2012
2012-04-16,10000,2012
2012-03-31,1000,2012
2012-04-09,2000,2012
2012-04-09,1000,2012
2012-04-09,4000,2012
2012-04-16,2000,2012
2012-04-23,30000,2012
2012-04-23,10000,2012
2012-04-23,10000,2012
2012-04-23,16000,2012
2012-04-23,21000,2012
2012-04-23,25000,2012
2012-04-23,6000,2012
2012-04-23,1000,2012
2012-04-25,3000,2012
2012-05-07,25000,2012
2012-05-07,10000,2012
2012-05-07,10000,2012
2012-05-07,18000,2012
2012-05-14,30000,2012
2012-05-14,10000,2012
2012-05-14,8000,2012
2012-05-07,2000,2012
2012-05-08,3000,2012
2012-05-14,2000,2012
2012-05-14,1000,2012
2012-05-21,10000,2012
2012-05-21,10000,2012
2012-05-21,8000,2012
2012-05-21,1000,2012
2012-05-21,20000,2012
2012-06-04,20000,2012
2012-06-04,10000,2012
2012-06-04,10000,2012
2012-06-04,8000,2012
2012-05-22,1000,2012
2012-05-28,6000,2012
2012-05-28,1000,2012
2012-06-04,7000,2012
2012-06-11,1000,2012
2012-06-11,3000,2012
2012-06-18,20000,2012
2012-06-18,10000,2012
2012-06-18,10000,2012
2012-06-25,10000,2012
2012-06-25,10000,2012
2012-06-25,10000,2012
2012-06-25,2000,2012
2012-06-25,24000,2012
2012-06-29,15000,2012
2012-06-25,1000,2012
2012-07-02,1000,2012
2012-07-02,1000,2012
2012-07-09,20000,2012
2012-07-09,10000,2012
2012-07-09,8000,2012
2012-07-09,10000,2012
2012-07-12,10000,2012
2012-07-12,10000,2012
2012-07-12,10000,2012
2012-07-09,2000,2012
2012-07-16,1000,2012
2012-07-16,23000,2012
2012-07-19,5000,2012
2012-07-19,10000,2012
2012-07-26,22000,2012
2012-07-26,10000,2012
2012-07-26,10000,2012
2012-07-26,16000,2012
2012-07-30,1000,2012
2012-08-06,20000,2012
2012-08-06,10000,2012
2012-08-06,8000,2012
2012-08-13,20000,2012
2012-08-13,10000,2012
2012-08-13,8000,2012
2012-08-06,1000,2012
2012-08-06,10000,2012
2012-08-13,16000,2012
2012-08-07,40000,2012
2012-08-07,16000,2012
2012-08-20,4000,2012
2012-08-23,35000,2012
2012-08-23,10000,2012
2012-08-23,16000,2012
2012-08-31,30000,2012
2012-08-31,10000,2012
2012-08-31,24000,2012
2012-09-03,1000,2012
2012-09-10,30000,2012
2012-09-10,10000,2012
2012-09-10,16000,2012
2012-09-10,1000,2012
2012-09-10,1000,2012
2012-09-13,25000,2012
2012-09-13,10000,2012
2012-09-13,10000,2012
2012-09-13,8000,2012
2012-09-17,1000,2012
2012-09-17,3000,2012
2012-09-24,40000,2012
2012-09-24,10000,2012
2012-09-24,10000,2012
2012-09-24,32000,2012
2012-09-24,1000,2012
2012-09-24,6000,2012
2012-10-08,42000,2012
2012-10-08,10000,2012
2012-10-08,16000,2012
2012-09-24,1000,2012
2012-09-24,1000,2012
2012-09-24,15000,2012
2012-10-15,40000,2012
2012-10-15,10000,2012
2012-10-15,16000,2012
2012-10-08,1000,2012
2012-10-08,10000,2012
2012-10-15,1000,2012
2012-10-09,5,2012
2012-10-09,40,2012
2012-10-18,8000,2012
2012-10-15,12,2012
2012-10-22,1000,2012
2012-10-22,1000,2012
2012-10-26,10000,2012
2012-10-26,10000,2012
2012-10-26,8000,2012
2012-10-28,2000,2012
2012-10-31,22000,2012
2012-10-31,10000,2012
2012-11-05,10000,2012
2012-11-12,10000,2012
2012-11-12,10000,2012
2012-11-12,8000,2012
2012-11-12,1000,2012
2012-11-15,30000,2012
2012-11-15,10000,2012
2012-11-15,10000,2012
2012-11-15,8000,2012
2012-11-19,2000,2012
2012-11-19,11000,2012
2012-11-22,20000,2012
2012-11-14,40,2012
2012-11-26,1000,2012
2012-11-26,1000,2012
2012-11-29,30000,2012
2012-11-29,10000,2012
2012-11-29,10000,2012
2012-11-29,8000,2012
2012-12-03,1000,2012
2012-12-03,3000,2012
2012-12-06,20000,2012
2012-12-06,8000,2012
2012-12-10,1000,2012
2012-12-14,20000,2012
2012-12-14,10000,2012
2012-12-14,10000,2012
2012-12-14,8000,2012
2012-12-17,1000,2012
2012-12-17,10000,2012
2012-12-21,20000,2012
2012-12-21,10000,2012
2012-02-15,1500,2012
2012-02-15,1200,2012
2012-03-09,600,2012
2012-03-21,500,2012
2012-03-21,300,2012
2012-03-21,300,2012
2012-04-10,600,2012
2012-04-24,500,2012
2012-04-24,300,2012
2012-04-24,300,2012
2012-07-06,100,2012
2012-10-17,1000,2012
2012-10-17,1000,2012
2012-10-17,500,2012
2012-11-14,1000,2012
2012-11-28,500,2012
2012-11-28,500,2012
2012-11-29,21,2012
2012-05-14,5000,2012
2012-06-13,1000,2012
2012-08-07,20000,2012
2012-09-20,5000,2012
2012-10-25,20000,2012
2012-12-03,25000,2012
2012-01-23,50000,2012
2012-02-08,50000,2012
2012-03-08,50000,2012
2012-03-26,50000,2012
2012-04-26,50000,2012
2012-05-08,50000,2012
2012-07-03,50000,2012
2012-08-03,50000,2012
2012-08-30,50000,2012
2012-09-20,50000,2012
2012-10-16,50000,2012
2012-11-13,50000,2012
2012-12-07,50000,2012
2012-01-11,10000,2012
2012-01-11,5000,2012
2012-01-23,10000,2012
2012-01-23,10000,2012
2012-01-23,10000,2012
2012-01-23,5000,2012
2012-01-23,5000,2012
2012-02-06,5000,2012
2012-02-06,5000,2012
2012-02-06,5000,2012
2012-02-06,2500,2012
2012-02-09,10000,2012
2012-02-09,5000,2012
2012-02-09,10000,2012
2012-02-14,10000,2012
2012-02-14,5000,2012
2012-02-24,10000,2012
2012-02-24,10000,2012
2012-02-24,5000,2012
2012-03-01,5000,2012
2012-03-01,10000,2012
2012-03-01,5000,2012
2012-03-14,10000,2012
2012-03-14,5000,2012
2012-03-14,5000,2012
2012-03-14,5000,2012
2012-03-21,10000,2012
2012-03-21,5000,2012
2012-03-21,5000,2012
2012-03-21,5000,2012
2012-03-26,5000,2012
2012-03-26,2500,2012
2012-04-02,10000,2012
2012-04-02,10000,2012
2012-04-02,5000,2012
2012-04-12,10000,2012
2012-04-12,10000,2012
2012-04-12,10000,2012
2012-04-20,500,2012
2012-04-20,500,2012
2012-04-20,10000,2012
2012-04-23,10000,2012
2012-04-23,5000,2012
2012-04-23,10000,2012
2012-04-26,10000,2012
2012-04-26,10000,2012
2012-04-26,10000,2012
2012-04-26,5000,2012
2012-04-26,5000,2012
2012-05-01,10000,2012
2012-05-01,5000,2012
2012-05-01,5000,2012
2012-05-01,5000,2012
2012-05-07,10000,2012
2012-05-07,10000,2012
2012-05-07,2500,2012
2012-05-15,5000,2012
2012-05-15,5000,2012
2012-05-15,5000,2012
2012-05-28,5000,2012
2012-05-28,10000,2012
2012-05-28,5000,2012
2012-06-04,10000,2012
2012-06-04,5000,2012
2012-06-04,5000,2012
2012-06-04,2500,2012
2012-06-07,10000,2012
2012-06-07,5000,2012
2012-06-07,10000,2012
2012-06-22,10000,2012
2012-06-22,5000,2012
2012-06-22,2500,2012
2012-06-26,5000,2012
2012-06-26,10000,2012
2012-06-26,5000,2012
2012-07-03,5000,2012
2012-07-03,15000,2012
2012-07-05,10000,2012
2012-07-05,10000,2012
2012-07-05,10000,2012
2012-07-05,5000,2012
2012-07-17,5000,2012
2012-07-17,5000,2012
2012-07-17,2500,2012
2012-07-23,10000,2012
2012-07-23,10000,2012
2012-07-26,5000,2012
2012-07-26,5000,2012
2012-07-30,10000,2012
2012-07-30,5000,2012
2012-07-30,5000,2012
2012-08-03,10000,2012
2012-08-03,10000,2012
2012-08-03,10000,2012
2012-08-03,5000,2012
2012-08-06,10000,2012
2012-08-06,5000,2012
2012-08-06,5000,2012
2012-08-06,5000,2012
2012-08-06,5000,2012
2012-08-09,10000,2012
2012-08-09,5000,2012
2012-08-09,5000,2012
2012-08-09,5000,2012
2012-08-21,10000,2012
2012-08-21,10000,2012
2012-08-21,10000,2012
2012-08-23,5000,2012
2012-08-23,5000,2012
2012-08-23,10000,2012
2012-08-28,5000,2012
2012-08-28,10000,2012
2012-08-30,10000,2012
2012-08-30,10000,2012
2012-08-30,5000,2012
2012-08-30,5000,2012
2012-08-30,5000,2012
2012-09-06,5000,2012
2012-09-06,5000,2012
2012-09-06,5000,2012
2012-09-06,5000,2012
2012-09-10,10000,2012
2012-09-10,5000,2012
2012-09-10,2500,2012
2012-09-11,10000,2012
2012-09-11,10000,2012
2012-09-11,10000,2012
2012-09-13,10000,2012
2012-09-13,5000,2012
2012-09-13,2500,2012
2012-09-19,5000,2012
2012-09-19,5000,2012
2012-09-24,10000,2012
2012-09-24,2500,2012
2012-09-25,20000,2012
2012-09-25,5000,2012
2012-10-02,5000,2012
2012-10-02,5000,2012
2012-10-02,5000,2012
2012-10-02,5000,2012
2012-10-04,10000,2012
2012-10-04,5000,2012
2012-10-04,5000,2012
2012-10-04,10000,2012
2012-10-09,5000,2012
